goos: linux
goarch: amd64
pkg: github.com/ethereum/go-ethereum/core/vm
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_9-Gas=600-24                                             	  190981	     31425 ns/op	       600 gas/op	        19.1 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_10-Gas=600-24                                            	  184516	     32031 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_11-Gas=600-24                                            	  185390	     32139 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_12-Gas=600-24                                            	  192976	     31912 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_13-Gas=600-24                                            	  180979	     32579 ns/op	       600 gas/op	        18.4 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_14-Gas=600-24                                            	  189404	     31941 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_15-Gas=600-24                                            	  188583	     32190 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_16-Gas=600-24                                            	  186144	     31886 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_17-Gas=600-24                                            	  187070	     32228 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_18-Gas=600-24                                            	  188178	     31799 ns/op	       600 gas/op	        18.9 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_19-Gas=600-24                                            	  184520	     32226 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_20-Gas=600-24                                            	  187498	     31921 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_21-Gas=600-24                                            	  187476	     31808 ns/op	       600 gas/op	        18.9 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_22-Gas=600-24                                            	  183255	     32201 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_23-Gas=600-24                                            	  188946	     32070 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_24-Gas=600-24                                            	  186574	     32055 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_25-Gas=600-24                                            	  187237	     32080 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_26-Gas=600-24                                            	  185666	     31947 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_27-Gas=600-24                                            	  185126	     32360 ns/op	       600 gas/op	        18.5 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_28-Gas=600-24                                            	  187131	     32291 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_29-Gas=600-24                                            	  184582	     31966 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_30-Gas=600-24                                            	  186190	     31858 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_31-Gas=600-24                                            	  185876	     31999 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_32-Gas=600-24                                            	  185608	     32089 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_33-Gas=600-24                                            	  185336	     32205 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_34-Gas=600-24                                            	  184894	     32089 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_35-Gas=600-24                                            	  187558	     31994 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_36-Gas=600-24                                            	  189308	     31563 ns/op	       600 gas/op	        19.0 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_37-Gas=600-24                                            	  185012	     32038 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_38-Gas=600-24                                            	  185413	     31620 ns/op	       600 gas/op	        19.0 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_39-Gas=600-24                                            	  189303	     32284 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_40-Gas=600-24                                            	  187670	     32333 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
